event_year,event_month,topic,speaker,speaker_profile_url,category,learn_points,video_url,upload_date,duration_seconds,transcript_path
2021,,The Security of Chromebooks - A detailed rundown of the security model of Chromebooks and ChromeOS.,Sebastian McMillan,,Security Architecture,"Chromebooks, love them or hate them, are becoming more and more relevant. Going from low end laptops that only have a web browser to high end machines with double digits of ram and massive storage running a full-fledged desktop OS, we'll be talking about the security model of Chromebooks and why they are highly locked down, but yet also quite possibly the most open mainstream platform.",,,,
2021,,"Intro to Docker and Gitlab, and how to use wizardry to make a repeatable process",Brandon Winchester,twitter @thebigpictoday,Security Architecture,"Gitlab, or any automated pipeline process is 1/2 of the continuous integration pipeline. Despite everyone's loathing of tech buzz words, there's some gold in understanding and leaning on other people's lessons learned about CI/CD. Ill cover Docker as an introduction for those squeamish about it, and demonstrate how to leverage some process in practicing builds and delivery using pipeline automation to convince you why you'd want to do it.",,,,
2021,,Home lab series : metal as a service - linux rapid deployment,Joel kershner,Asmodianx2000,Security Architecture,A home lab is a crucial aspect of doing anything in technology. Cost to performance and energy efficiency is a key topic and so is automation and containers. Metal as a service (MAAS) is able to rapid deploy linux on physical hardware and automagically build out applications at scale with JUJU. Do you have a pile of raspberry pi’s then put them to work!,,,,
2021,,What can be done for Tomorrow,Cosette Mazet,Mlle_dior_,Career Development,Explanation fas to how to generate curiosity. What can we do to spark the interest for the next generation? How come there’s a gap of interest? Why do so many people get caught up in social media and why not doing the physical work to change the future? What needs to be done in order to proceed forward. Is it the education and/or culture that some of us grew up with?,,,,
2021,,Evil Twin Attack (Network Vulnerbilities),Justin Enloe,bluzQreene,Security Operations,"Demonstrating the vulnerabilities of weak passwords, and human error, to gain network access and escalate privileges.",https://www.youtube.com/watch?v=UHObICrvpr0,20151109,766,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/UHObICrvpr0.txt
2021,,State of Crypto Currency and WTF are NFTs?,hevnsnt,@hevnsnt (twitter),Security Architecture,"SecKC was pretty early in the Crypto Currency game with the introduction of SecKCoin (RIP). SecKCoin was a great introduction into how cryptocurrency works. This is an update to that talk, focused around what crypto currency is, how it works, and a brief introduction into the world of NFTs. WHY ARE PEOPLE BUYING JIFS FOR MILLIONS OF DOLLARS!? Well come and find out.",https://www.youtube.com/watch?v=7ExGddG-rmg,20131031,2516,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Architecture/7ExGddG-rmg.txt
2021,,Designing an SAO/PCB Series - Artwork (SVG2Shenzen & KiCAD),Badge Pirates - Carl Fugate,@badgepirates @carlfugate,Security Architecture,"So you have seen all the cool electronic badges and SAO's and are interested in making your own? This series of talks is for you. The process is broken up so you can focus on each step independently on your journey to having your first PCB's manufactured. The series begins with creating the artwork and understanding the limitations and constraints of designing art using a PCB. We will use all open source tools in this series including Inkscape (Vector Artwork Generation), SVG2Shenzen (Inkscape plugin for easily generating KiCAD footprints) and KiCAD as our Electronics Design Automation (EDA) platform.",,,,
2021,,Pwnagotchi: Wardriving for 90s Kids.,Hack The Planet,nah,Governance,What is a Pwnagotchi and why do I want one? How do you build one? Upgrade options? Legal concerns? Wardriving for fun and profit!,,,,
2021,10,,Speaker Submission,,Governance,,,,,
2021,11,,Speaker Submission,,Governance,,,,,
2021,2,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,More about automated reverse engineering ICS networks,@Brent Stone,@Brent,Security Architecture,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,How I haKCed my way to Super Honorable Mention: SANS 2019 Holiday Hack Challenge,@geoda,@geoda,Career Development,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,Security,Matt Danda,,Security Operations,,https://www.youtube.com/watch?v=jkl5NJrRKgA,20170918,2480,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/jkl5NJrRKgA.txt
2021,2,Email Forgery,@asmodianx2000,@asmodianx2000,Security Operations,,https://www.youtube.com/watch?v=TIDas-CKpeU,20141013,1980,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/TIDas-CKpeU.txt
2021,2,Book Giveaway,@triw0lf,@triw0lf,Career Development,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,SMTP Header analysis,@sysaaron,@sysaaron,Security Operations,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,2,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=JkKerHFYHZo,20200517,6553,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/JkKerHFYHZo.txt
2021,5,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=KUBClGSLBv4,20200517,4643,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/KUBClGSLBv4.txt
2021,5,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=KUBClGSLBv4,20200517,4643,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/KUBClGSLBv4.txt
2021,6,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=ZE3u3If8oOA,20150502,349,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/ZE3u3If8oOA.txt
2021,6,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=ZE3u3If8oOA,20150502,349,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/ZE3u3If8oOA.txt
2021,7,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=bBh0ug5S8MM,20210731,806,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/bBh0ug5S8MM.txt
2021,7,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=bBh0ug5S8MM,20210731,806,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/bBh0ug5S8MM.txt
2021,8,,Speaker Submission,,Governance,,,,,
2021,9,,Speaker Submission,,Governance,,,,,
2021,9,,Speaker Submission,,Governance,,,,,
2022,,Open Source Debrief,Daniel Shimkus - d@n in discord server,https:///www.linkedin.com/in/daniel-shimkus/,Threat Intelligence,"A brief, 10 minute-ish news roundup of stories I found interesting in the months of December 2021-January 2022. Stories that will be discussed include recent iPhone vulnerabilities, nation-state cyber activity, and recent tech mergers and how they affect the industry.",,,,
2022,,Confidential Computing - Its coming whether you are ready or not,Daniel Charboneau,,Security Architecture,"I will be speaking on the evolution of TEE's from Specific purpose to General compute. What the implications and future of the technology is... Soon General Compute TEE's will be in your phone, car, router, etc.",https://www.youtube.com/watch?v=7FLkezsySgU,20150728,1018,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Architecture/7FLkezsySgU.txt
2022,,Educating Your Guesses: How to Quantify Risk & Uncertainty,Sara Anstey,https:///www.linkedin.com/in/sara-anstey/,Enterprise Risk Management,Asking for budget and justifying spend in cybersecurity departments can be a difficult task due to limited data and high uncertainty of future events. This talk will dive into quantitative risk analysis as it relates to cybersecurity - how to model uncertain events and understand financial risk. Attendees will see a first hand demonstration of how quantitative modeling can be used to communicate risk and understand ROI. Attendees will walk away with the tools needed to present cyber risk as a dollar amount that can be easily understood by other business decision makers at their company.,,,,
2022,,Capture the flag!,Dispareo and the KU Health System Cyber Team,There are several people who are working on this - I'll get all of our handles.,Security Operations,This will be a one-hour capture the flag.,,,,
2022,,"NDAs, OSINT and You: The Internet Never Forgets",Aaron J. Scantlin,@sysaaron,Threat Intelligence,"Some people use social media. Some people sign NDAs. Some people are dumb. When all three of these intersect, you get a lightning talk on OSINT.",,,,
2022,,"Flipper Zero and You: RF, NFC and more! (Tenative title)",MrARM,@J19Bush,Security Operations,"So, you have a flipper or want a flipper? I will show you some useful tricks you can do with it in addition to making the most of what it can do. I'll be teaching you how to install custom firmware to unlock the full potential of the flipper, as well as showing some ways that the flipper makes cloning devices trivial in comparison to prior hardware.",,,,
2022,1,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=uHYgqmdb2Do,20190514,384,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/uHYgqmdb2Do.txt
2022,10,,Speaker Submission,,Governance,,,,,
2022,2,,Speaker Submission,,Governance,,,,,
2022,5,,Speaker Submission,,Governance,,,,,
2022,5,94.7806517,"38.9984615,",,Governance,,,,,
2022,6,,Speaker Submission,,Governance,,,,,
2022,6,More about automated reverse engineering ICS networks,@Brent Stone,@Brent,Security Architecture,,,,,
2022,6,How I haKCed my way to Super Honorable Mention: SANS 2019 Holiday Hack Challenge,@geoda,@geoda,Career Development,,,,,
2022,6,Security,Matt Danda,,Security Operations,,https://www.youtube.com/watch?v=jkl5NJrRKgA,20170918,2480,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/jkl5NJrRKgA.txt
2022,6,Email Forgery,@asmodianx2000,@asmodianx2000,Security Operations,,https://www.youtube.com/watch?v=TIDas-CKpeU,20141013,1980,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/TIDas-CKpeU.txt
2022,6,Book Giveaway,@triw0lf,@triw0lf,Career Development,,,,,
2022,6,SMTP Header analysis,@sysaaron,@sysaaron,Security Operations,,,,,
2022,6,,Speaker Submission,,Governance,,,,,
2022,6,94.4806193,"38.9074825,",,Governance,,,,,
2022,8,,Speaker Submission,,Governance,,,,,
2023,,3D Printing: From idea to reality,Patrick Ecord,@pecord11,Physical Security,"Have you ever wondered how 3D printing works, and what you can do with it? 3D printing is a technology that allows you to create physical objects from digital models, layer by layer. It has applications in many fields, such as art, engineering, medicine, education, and entertainment. In this talk, you will learn about the history of 3D printing, how it works, what materials and techniques are used, and what are some of the amazing things people have made with it. You will also get a chance to see some 3D printers in action, and discover how you can get started with 3D printing yourself. Whether you are a beginner or an expert, this talk will inspire you to explore the possibilities of 3D printing and turn your ideas into reality.",,,,
2023,,ChatGPT and AutoGPT: The Future of Conversational AI,Patrick Ecord,@pecord11,Governance,"ChatGPT is one of the most advanced AI chatbots developed by OpenAI, based on their large language models (LLMs) GPT-3.5 and GPT-4. ChatGPT can interact in a natural and engaging way, following instructions, answering questions, generating content, and more. AutoGPT can go beyond that, by creating its own task list from a single prompt, and executing it autonomously, without needing further input from the user. In this talk, you will learn about the differences and similarities between ChatGPT and AutoGPT, how they work, what they can do, and what are some of the challenges and opportunities they present for the future of conversational AI. You will also get to see some live demos of both chatbots, and discover how you can try them out yourself. Whether you are a novice or an expert, this talk will give you a glimpse into the cutting-edge of AI technology and its potential applications.",,,,
2023,,Spot the Fed: Lessons Learned from the ONCD DEFCON Badge CTF,Zoe/Foehammer/Echo_419 (All the same person/speaker),Github: Zjreid1 (Shoutout to Grindr tho),Security Operations,"This talk will discuss the ONCD Background/Context, the different steps in the badge CTF, the different challenges, and overall lessons learned.",,,,
2023,,Quirky startup stories: Meme Investor Bot,Sandy Uraz,sandyuraz.com,Career Development,"This is a relatively short story on a quirky startup made by a bored high school student, who after finals thought to himself—why not make the meme investing as seen on r/MemeEconomy... a reality? (and make some $$$ on the side)",,,,
2023,,State of security automation report,John Tuckner,twitter.com/tuckner,Security Operations,"For the past year, I've been capturing information on the automations security operations teams are implementing in their organizations. In this presentation, I'll be sharing the results along with specific case studies.",,,,
2023,3,,Speaker Submission,,Governance,,,,,
2023,3,More about automated reverse engineering ICS networks,@Brent Stone,@Brent,Security Architecture,,,,,
2023,3,How I haKCed my way to Super Honorable Mention: SANS 2019 Holiday Hack Challenge,@geoda,@geoda,Security Operations,,,,,
2023,3,Security,Matt Danda,,Security Operations,,https://www.youtube.com/watch?v=jkl5NJrRKgA,20170918,2480,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/jkl5NJrRKgA.txt
2023,3,Email Forgery,@asmodianx2000,@asmodianx2000,Security Operations,,https://www.youtube.com/watch?v=TIDas-CKpeU,20141013,1980,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/TIDas-CKpeU.txt
2023,3,Book Giveaway,@triw0lf,@triw0lf,Career Development,,,,,
2023,3,SMTP Header analysis,@sysaaron,@sysaaron,Security Operations,,,,,
2023,4,,Speaker Submission,,Career Development,,,,,
2023,4,,Speaker Submission,,Career Development,,,,,
2023,4,,Speaker Submission,,Governance,,,,,
2024,,Charlatanism: Our Responsibility (so long and thanks for all the fish),Miguel Sanchez (my stage name),Youtube: https:///www.youtube.com/@techdropout89,Governance,"If you will indulge me I want to speak on how vendors, money-grubbers, horrible management, corporate astrology, and mumble rap have endangered our digital future and how we no longer have the luxury of being meek and ignoring it when we hear unadulterated bullshit.",,,,
2024,,Zoom & Doom: Adventures in shitty security camera firmware,Isaiah,"powershell.zip (blog), @net_code (discord), codeneko@infosec.exchange (mastodon),",Security Operations,"Do you ever wonder what's running on the ""security"" cameras you can buy for $20 on Amazon? Check this shit out.",https://www.youtube.com/watch?v=cz0RIJQTKmc,20131210,1563,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/cz0RIJQTKmc.txt
2024,,"Community service: Audio Visual, a brief overview for info sec events",Joel Kershner,@asmodianx2000,User Education,AV Lessons learned for volunteers who want to support info sec events.,,,,
2024,,"Brain Computing Interface (BCI) You’re Late, the Future is Already Here",Gordon Shumway,,Governance,"A BCI Speedrun for security professionals A talk for all ages, audiences, and aptitudes that speedruns participants through terminology and the basic knowledge to understand the brain computing interface. From there the BCI security framework is introduced to allow safe implementation of BCI technologies through a security assessment framework. Discover the talk that has led to legislation and protections for human thought and is considered, the talk you need right now to understand the future. The quintessential Boot Camp for BCI built for security professionals. Participants will walk away with a baseline understanding of BCI concepts, tools, frameworks, and will be able to execute their own safe and ethical experiments and testing for security. Learn how to fly drones with your brain or enter your password by merely thinking about it. The future is not science fiction it's here now. Witness over a decade of ethical research condensed into a forty-five-minute demonstration and discussion.",,,,
2024,,Joypopping RWX | Basic process injection,Matt Elliott,Discord @w1red1,Security Operations,Process injection and adjacent techniques have been evolving for more than a decade and are widely implemented in various malwares. Let's discuss the fundamentals and observe how it can help an attacker blend in... or stick out.,,,,
2024,10,,Speaker Submission,,Governance,,,,,
2024,11,,Speaker Submission,,Governance,,,,,
2024,12,,Speaker Submission,,Governance,,,,,
2024,5,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=sjSMNtLIidc,20240321,163,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/sjSMNtLIidc.txt
2024,6,,Speaker Submission,,Governance,,,,,
2024,7,,Speaker Submission,,Career Development,,,,,
2024,9,,Speaker Submission,,Career Development,,,,,
2025,,Hacking the IRS: Using Bureaucracy for Fun and No Profit,"Ellwood thewood (no real name, pls, even if it is easy enough to google)","@ellwoodthewood, https:///github.com/ellwoodthewood",Career Development,"Career development can be expensive, and is absolutely necessary. Some employers look favorably on institutional training from a well-known vendor, or well-known conferences. This talk will discuss using side gigs to maximize your ability as an IT Professional to fund your learning and travel and get the government to let you do it in a tax advantaged way! In today's dynamic professional landscape, continuous development is not just a luxury but a necessity for success. Employers require you to have experience, and training, and don't always want to pay for you to get that. If you’re looking to start a new career, interviewing with a new employer, or just looking to move to a position within your current company, there are ways you can help fund your own career development and have fun doing it. Networking is just as important in our career field as many others. Traveling to conferences, meeting new folks and reconnecting with old acquaintances could lead to the next development for your future. This talk will cover areas such as • What can an LLC do for you? • Legal activities you might be able to write off for development - Including travel related expenses! • Tips to avoid getting into trouble",,,,
2025,,Entrust Distrust,Aaron Goldblatt,www.linkedin.com/in/aaron-g-cybersecurity,Governance,"Entrust Distrust in 2024 is a wake up call for all C-suites, leaders, managers, admins and cybersecurity minded folk around the globe. Lessons learned speak to day-to-day and over-the-horizon issues we ALL face.",,,,
2025,,Everything is Time,Patrick Ecord,@pecord11 - Twitter,Governance,"Everything is time. Voltage? That’s a time-based slope. Temperature? A time-averaged voltage between metals. Resistance? Only meaningful over time. In this talk, I’ll spiral into a barely-controlled rant about how literally every measurement you care about is just a function of time—backed by a chaotic diagram and conspiracy-board energy. Bonus: I’ll show how to build your own Stratum 1 GPS time server with a Raspberry Pi, so you can reject the NTP deep state and control your own clocks. It’s science. It’s paranoia. It’s time.",,,,
2025,,Lockpicking 101,Ari Ramcharan,HackThePlanet,Physical Security,"An introductory presentation on the basics of lockpicking. Topics covered will include operating principles of standard pin-tumbler lock operations, how to take advantage of tolerance, and how to manually leverage individual pins to pick a lock.",https://www.youtube.com/watch?v=1lpcSaIqvRc,20150603,640,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Physical-Security/1lpcSaIqvRc.txt
2025,,Responsive Homelab,Jim McKibben,https:///x.com/jonny55555,Security Architecture,"How to go about planning and building a Homelab that is responsive and in most cases already aware of external threats. This covers initial high over view build plan, but dives however deep into using an Open Source tool called CrowdSec to parse events and connect the parts of an existing network / home-lab to this perimeter maintainer. We will cover some lessons learned in getting this to work as well as integrating local and external CrowdSec installs under one main Engine to have a Multi-Server setup.",,,,
2025,,Post Quantum Cryptography - What is it? What to do about it.,Jack Sippel,TBD,Security Architecture,TBD once we decide to do this,,,,
2025,,Time to start meshin’ around: 101 Meshtastics,Meshtastic,icona_p0p,Governance,"You’re browsing the #comms channel in SecKC. You see it— “All things Meshtastic.” There’s hype. There’s chatter. Someone just dropped a pic of their shiny new SenseCap SolarNode. Looks cool… but also, uh, what even is that? You scroll back a little more… Suddenly, there’s talk of some “spicy” Meshtastic Facebook page drama. 🌶️ Still no clue what’s going on—only that it’s very dramatic. You keep scrolling, hoping for clarity. But instead, you stumble into some cryptic post from that one “train guy” with their 17 LoRa nodes and bizarre maps that look like spaghetti. Now you’re even more confused. Where do you even begin? This talk is here to rescue you— An approachable, slightly ridiculous Meshtastic 101 rundown! We’ll cover: - What Meshtastic actually is - How it works - Why it works - How to get started - And most importantly— How YOU can sit back, sip your tea, and enjoy the spicy Meshtastic Facebook drama like a true insider.",,,,
2025,,A little peek at pre-ransomware,Aaron Smith,https:///www.linkedin.com/in/aaron-smith-b29a6b29/,Threat Intelligence,Presenting on pre-encryption activity by rhysida. Could also speak a little on a novel pre-encryption technique seen from Akira as well basically my article here https://www.at-bay.com/threat-research/rhysida-evading-detection/,https://www.youtube.com/watch?v=qVKeN-t8nj4,20131210,1287,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Threat-Intelligence/qVKeN-t8nj4.txt
2025,,Microsoft CA Exploits: From Misconfigurations to Full Domain Admin Takeover,Tom Pohl,"linkedin.com/in/tompohl, https:///x.com/tompohl, https:///infosec.exchange/@tompohl",Security Operations,"In today's cybersecurity landscape, even the smallest misconfigurations can have catastrophic consequences. Join us in this deep dive into the world of Microsoft Certificate Authority (CA) misconfigurations, where we'll expose the hidden vulnerabilities that can turn a single compromised user account into a full domain admin nightmare. This session will guide you through real-world case studies and technical demonstrations, revealing how attackers exploit these common mistakes to gather sensitive network and user data, escalate privileges, and gain persistent access. You'll learn how these oversights occur, the tactics hackers use to exploit them, and most importantly, how your blue team can detect and prevent such attacks. Arm yourself with the knowledge to fortify your CA infrastructure and protect your organization.",,,,
2025,3,,Speaker Submission,,Governance,,,,,
2025,3,,speaker,,Governance,,,,,
2025,4,,Speaker Submission,,Governance,,,,,
2025,5,,Speaker Submission,,Governance,,,,,
,,RunAs: A Double-Edged Sword,,"@jotunvillur aka triw0lf""",Security Operations,RunAs is a command that's been around since Windows 2000. It allows users and applications to run under a different user. Windows users have been using this for years to install software and run programs. But did you know that RunAs could be used maliciously? That attackers can use this to enumerate and attack your network? Join us as we dive into analyzing the RunAs command and how bad guys can use it to attack your network. We will discuss our research on how a simple command can be easy to use but difficult to eliminate.,,,,
,,"Make Your Own Way, Or Help Someone Do It",,"Blog: http:///savingflight.com""",Career Development,"There are naysayers and there are ""experts"", but no one can say you have to follow a certain path. Learn to bypass standard requirements and start paving a path to your dream job, without spending $10k+. If you already love your work then find someone to mentor to get where you are.",https://www.youtube.com/watch?v=0mkWnRIkpPk,20140613,1391,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Career-Development/0mkWnRIkpPk.txt
,,How To Make DevOps Audit-Proof Without Pissing Off Your Auditor,,"My Company's Website is https:///www.shilohsecurity.com/""",Governance,"Does your auditor understand the concept of virtualization? How about ""DevOps"" or containerization? These terms, unfortunately, are foreign to most security standards bodies, including the PCI Council, which means that the individuals charged with auditing companies against these standards lack guidance on how to properly assess this technology and the accompanying concepts. We all know the operational advantages of DevOps, but explaining it to an auditor is not exactly a walk in the park. This talk will detail how DevOps environments can meet standards for separation of duties and change control established in a variety is security standards, including the PCI-DSS, and how you can talk to and educate your auditor in these concepts without coming across as snarky. I might even save you money if you're keeping a physical environment hanging around just to make your auditors comfortable.",https://www.youtube.com/watch?v=v3GXxmZKC4c,20170918,1695,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/v3GXxmZKC4c.txt
,,,,blog: blog.kloster.io,,,,,,
,,you can post about me if you want,,nah f'real though,Security Operations,"This is a brief (10-15 minute) talk that revolves around a particularly interesting incident response event that occurred at the University of Missouri toward the end of May. We will discuss how the event began, the IR process, the resolution, and the major takeaways from the whole event.",,,,
,,Attacking Active D - A Hacking Series,,"slack | irc:: @awsm""",Risk Assessment,"This will be the first in a series of talks explaining and demonstrating modern attacks on Active Directory. During this presentation I will further cover Powershell Empire, picking up after davehull's presentation, and its functionality to a pentester. This will set the stage for the next few talks where we will learn about crackmapexec, responder, ntlmrelayx, Inveigh, and Bloodhound. Finally we will explore new tools that put all this together like DeathStar, AngryPuppy, Dogspawn, and GoFetch that automate domain takeovers.",,,,
,,A Primer on USB HID Attacks,,"website: www.securityps.com""",Risk Assessment,"HID puts the Universal in “USB.” HID attack vectors have been explored for years and are a useful tool for on-site penetration tests and for testing access to USB enabled embedded and IoT devices. Kris will give a brief explanation of the method, point to some of his favorite tools, and provide a demonstration of basic attacks that make use of USB HID gadgets.",,,,
,,Overcoming obstacles when breaking into an IT career,,"www.linkedin.com/in/AriRamcharan""",Career Development,"I will be discussing the obstacles I've personally faced being 30 years old, with a history of purely blue collar jobs ranging from the military infantry, oilfield, and food service. Topics include: Obstacles like needing money in the moment more than the education to do better. How to make time to study. The importance of networking. Staying positive when things start going sideways. How did I survive working a full time job, with two children and a pregnant wife, AND go to school?",https://www.youtube.com/watch?v=0mkWnRIkpPk,20140613,1391,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Career-Development/0mkWnRIkpPk.txt
,,no warrant no problem,,"youtube: tbd""",Governance,"A deep investigative dive into the inner workings of a patent troll, limitations of privacy and security, legal doxxing for 350 and a ""passable"" story",https://www.youtube.com/watch?v=v3GXxmZKC4c,20170918,1695,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/v3GXxmZKC4c.txt
